1	1	100	6.699677	6.251778	-1.567653	-6.015407	2.261316	-0.498599	2.048356	4.679708	-1.732542	1.960375	2.640277	-1.064299	2.976256	8.504137	5.339449	0.260201	5.502646	1.515546	2.584705	4.158892
2	1	100	4.480410	0.916570	5.959773	0.029086	-3.240729	0.503501	-1.529039	-11.424528	1.746301	-0.351125	-3.250471	3.345144	3.399585	6.290887	6.392991	0.430001	-5.649715	1.576222	-1.305546	-7.302698
3	1	100	6.740316	8.634283	-2.601111	0.000986	6.504059	-6.597070	2.305444	5.244685	-1.559797	-4.714068	5.316578	-1.534701	3.666804	4.031510	8.991641	-2.264895	5.023627	-4.370036	7.074337	1.964395
4	1	100	6.360158	5.991198	4.616777	0.561852	1.107338	6.937954	-1.262310	5.098929	6.785453	5.281780	1.516193	4.860313	-5.270441	6.622926	6.742897	6.367996	-2.919033	2.768595	1.724148	-0.615873
5	1	100	6.319405	4.584962	0.131474	2.668245	0.654660	7.181043	2.070374	-2.751148	3.037780	1.649008	1.764796	-3.825143	-0.508250	6.479605	5.114603	0.205159	0.459168	5.192050	3.283128	-0.908992
6	1	100	6.568088	7.016197	-6.231041	3.118047	-0.341312	0.878224	0.148899	0.584254	-0.563849	-8.153329	3.910594	-0.985197	1.388114	6.875774	5.987800	2.195210	4.044788	-2.514210	3.417430	-0.403276
7	1	100	7.421404	3.139307	5.629035	-4.481134	-1.747739	3.418247	-2.827257	-5.100246	6.872763	6.283862	-2.005617	5.084648	-0.499334	4.139303	5.110469	-1.838223	-7.617300	0.143149	0.083661	4.302844
8	1	100	7.027075	7.479598	-2.756460	0.241325	5.315308	-0.150386	5.151231	5.583846	-6.314772	-4.670039	3.054149	-5.657527	8.012809	6.631123	7.899324	0.679544	5.942548	-2.626102	-3.720866	-1.062480
9	1	100	8.023127	8.061598	-3.345040	-0.067034	4.031047	-2.541331	1.671365	-3.629839	-2.473109	-6.919004	-0.506874	1.710884	-0.743483	3.284734	5.111317	7.080677	3.632374	-4.885768	3.747266	2.995863
10	1	100	6.779579	3.558150	6.488379	5.329693	-3.975144	3.617581	-3.019261	1.133399	5.289202	5.613046	0.740084	6.203747	-2.331277	6.695292	6.111887	-0.020269	-4.313961	0.125609	-9.233981	-1.232172
11	1	100	7.162034	4.958046	3.422501	-0.654442	0.607984	-1.514193	2.931090	-1.991058	3.152569	2.710910	-2.424900	-1.220135	1.404551	4.406446	5.079159	6.061482	-0.769227	6.532685	-1.218931	1.373315
12	1	100	5.239537	0.798031	4.187735	-0.237160	-2.450009	-2.725845	1.120310	-1.235769	4.459012	6.214708	-3.408743	6.438337	2.043332	6.868238	6.300828	2.260619	-4.171809	6.275675	-0.528289	0.515822
