1	1	100	9.687329	-1.629566	2.985454	1.617936	4.430714	-0.163805	-3.949629	1.041952	0.465459	1.925425	0.052501	0.957581	-2.237057	-5.799687	6.366445	6.326760	4.588875	5.881099	-0.904101	-10.374371
2	1	100	9.436939	-0.644798	-5.556425	4.153651	6.525951	-1.527448	-0.230577	-5.676758	-2.439513	-6.675429	-14.635706	3.660045	-10.100925	-9.086740	2.778727	-1.177645	8.735845	0.459540	-9.435569	-11.717118
3	1	100	4.442520	7.094777	7.326655	-5.760661	-8.935751	2.888241	-0.640241	-3.359631	0.901910	-2.533095	6.179050	-4.755189	1.906021	-3.768194	6.766991	3.157441	-2.219049	0.623954	2.129055	5.393101
4	1	100	2.657938	5.173223	6.703853	-2.845424	-3.775065	-0.801828	2.472996	-1.629671	-8.022806	-2.815513	6.479912	-3.200478	1.818034	5.043325	6.002363	-0.462642	-6.746869	2.594583	2.439294	5.890365
5	1	100	6.760944	4.233162	2.632229	2.099440	1.145189	5.927101	3.398992	3.738020	5.260454	4.146073	-1.095414	2.532693	-6.413319	4.837487	7.588742	2.219635	1.620158	-7.304048	6.542743	1.323431
6	1	100	5.789318	6.787007	6.061689	-2.538350	-3.310240	5.158365	3.405908	6.929267	-0.353034	3.549112	5.253060	-2.804268	3.114290	4.696218	0.527268	3.630848	-7.595798	-2.530049	5.345640	6.639875
7	1	100	7.166403	2.231280	0.376340	6.118289	6.946797	-10.390069	-2.497579	1.006512	-1.224612	2.301704	-7.081134	-1.966275	-7.658728	0.928494	6.517209	-4.375532	1.704740	-3.097584	-7.998413	-7.526917
8	1	100	7.375825	1.022262	2.586215	-2.492474	3.064704	1.364439	1.131755	2.484549	4.677307	7.456164	-0.996033	-2.076337	3.244602	-0.087065	4.804473	-1.145733	0.121411	-0.315411	-1.821113	-2.421995
9	1	100	6.468931	5.809888	6.736987	-2.029111	-0.899291	6.160302	-2.225955	3.401735	4.624246	-1.180468	6.394455	-2.215833	1.924446	-4.757227	4.702409	1.595572	-12.187902	-7.197900	5.433101	0.674282
10	1	100	5.874039	5.723275	3.987946	2.633887	5.379704	-5.381484	-5.129617	1.901651	-3.100684	3.569318	-0.260665	1.836278	0.637511	-3.002014	6.712131	5.279316	6.977183	-1.483955	-1.652691	-12.213555
11	1	100	7.240251	5.811401	6.502868	-0.828595	-0.624258	5.540532	3.177636	1.342297	2.334888	-1.164679	6.495980	-5.433931	4.875431	4.643374	3.260325	-2.888638	-1.827447	0.689859	6.147903	7.065393
12	1	100	7.355344	0.672900	3.977218	5.039617	5.685588	-3.605930	0.811359	5.081938	2.674845	3.457876	-6.752073	2.140066	2.203675	5.202968	7.602450	6.612625	4.246019	-6.680073	-4.369727	-4.209072
13	1	100	6.710730	-0.666139	4.190969	7.914821	6.551451	-1.524283	-3.115430	5.650034	3.643800	0.546908	-1.235845	-0.438794	-6.062045	1.845667	8.826762	-5.419111	-1.349144	-0.356134	-4.174390	-7.098580
14	1	100	7.531120	0.210991	3.368712	6.210382	4.648103	-5.441760	0.800541	-3.357164	3.164411	-5.218872	-8.823409	1.049939	-6.336587	-4.472295	7.410474	-2.851969	2.019680	0.655708	-7.558503	-4.294019
15	1	100	7.865262	3.607964	3.440492	2.288270	5.347591	-0.720396	1.006040	-1.268258	-2.761649	-2.673320	-0.610058	3.399167	-8.665483	-4.100766	5.930044	1.752731	5.624745	-0.333435	-0.785337	-5.777635
16	1	100	4.801674	5.684255	4.104169	-8.690218	-5.476448	0.354527	1.797496	1.635435	-2.462511	7.355826	-0.428343	0.018224	3.556106	6.190486	6.154362	1.263611	0.876181	6.520956	6.968895	1.697470
17	1	100	5.733809	5.887019	3.697793	6.530122	6.311624	2.015529	-0.184861	-1.964563	2.506308	6.417373	-0.040994	7.889612	-2.589313	-9.357929	6.716429	5.287929	6.940286	-3.232439	-6.454138	-3.663944
18	1	100	3.502339	5.059519	3.461729	-6.304814	0.465516	-1.734873	0.790923	-0.321140	-2.930098	2.711015	4.357744	3.534647	6.670309	-4.988365	6.114433	7.874860	-8.031919	7.926783	-1.959355	0.655165
19	1	100	8.303434	2.088144	1.638264	4.005887	5.979769	2.736958	-6.339009	2.865830	2.214136	-0.474376	-6.559864	2.583750	-1.195712	-5.420347	5.536961	5.187766	-0.109325	-2.077623	-1.860704	-1.591513
