1	1	7.351225	2.655949	2.759888	-0.706143	-4.938913	5.320696	-0.598250	-2.491207	0.886551	3.398015	-2.033470	5.085001	-1.890260	-1.002298	8.199820	5.089568	0.727760	-5.199043	-7.075862	-0.554963
2	1	8.317207	4.074705	3.402560	-3.389953	-2.460300	5.384490	-0.031465	-0.076393	4.008511	4.859465	-5.659095	5.906864	-4.115347	-10.314226	6.781667	4.724616	-0.964552	-2.729360	-9.041912	2.813483
3	1	5.599808	6.421692	3.590411	4.952844	2.088174	-5.812625	3.573000	0.606534	1.122755	5.283728	5.679106	-1.965883	-3.520100	2.005049	7.593380	0.589962	-2.872370	-1.671076	2.593848	-1.704620
4	1	5.952490	7.445197	3.741257	7.232903	5.658776	-0.793202	-8.865635	-1.957588	-2.321884	4.920497	5.106902	-1.172235	-6.206935	-0.260354	8.106716	3.408773	-7.389650	-4.885907	5.511348	1.501382
5	1	2.320222	3.121618	8.186599	-1.715849	-2.662535	-4.795433	1.190633	2.003121	-11.404905	-3.805812	5.428487	0.663619	5.658429	4.490458	6.271844	6.775673	5.930937	7.649785	-4.188693	-1.922841
6	1	5.874645	1.460227	5.031493	1.926306	3.600460	-4.857652	4.314362	-0.817736	-5.115521	1.292998	0.788725	2.749290	-3.249553	4.624586	6.511241	5.126564	5.959902	0.399552	3.945793	0.015405
7	1	9.097822	3.719482	2.253584	-3.219676	-4.305869	7.285347	-2.279777	-2.522524	5.491661	6.556150	-7.062424	6.815606	-4.482740	-6.346201	6.878057	3.242879	-1.296240	-6.691476	-5.757246	-2.705235
8	1	5.219991	-0.175661	6.534175	7.106748	0.626899	-1.237110	5.380885	0.318739	0.000748	-1.962801	6.030667	-2.950265	-5.023775	7.418215	6.674531	0.492803	-1.695175	-11.697710	0.463097	-2.956463
9	1	7.197262	2.987481	5.785067	3.101487	2.477616	0.628608	0.138654	5.012576	-0.762581	-7.665058	4.525775	0.408225	1.665637	-3.577057	6.917610	5.171898	-4.040028	1.320515	7.254695	2.077106
10	1	4.701894	6.632891	6.831889	5.737193	0.003697	-1.813196	3.667598	0.379438	-2.889558	-4.034413	7.000188	-9.528312	0.537423	-4.950564	7.285799	6.010715	-0.873880	-3.703632	4.231366	6.816137
11	1	5.118151	7.575122	6.160281	5.967269	1.791758	0.075983	2.892563	4.147062	3.955768	-4.374038	7.878678	-5.121781	-0.691188	5.710362	6.176283	3.563192	0.372408	2.480890	6.614670	7.127269
12	1	1.613971	9.156708	4.310372	4.574242	6.303102	-4.248622	0.860169	0.044062	-4.095677	0.488887	2.043090	-4.084452	-5.894056	5.090286	5.754047	2.197426	-8.679187	-0.716124	4.008181	-0.652097
13	1	5.911287	3.875865	2.726399	3.979279	3.144973	-1.779730	-1.831742	-3.798900	-3.329287	-3.052845	-5.587762	-2.463607	-3.620796	-7.179484	6.997690	-0.189084	-6.188700	-2.066240	1.912152	-7.027835
14	1	6.785102	4.754486	-1.204480	-1.020386	1.584975	4.401369	-5.466243	1.574161	-0.952422	-0.103145	0.125090	6.237296	4.607131	-1.555908	6.214166	2.947737	-0.472926	1.271572	0.284970	-0.557313
15	1	7.100659	5.460215	4.763652	0.638740	-1.172016	6.537274	-1.156216	-0.513759	0.291387	6.168513	5.841453	2.202536	-0.038835	-3.496550	6.991308	6.367509	-2.062532	0.166934	-9.605765	-1.987847
16	1	7.051862	5.462247	2.449088	3.525503	2.445166	-0.238903	0.517705	-3.298846	-2.184185	3.997272	-1.454772	2.119174	-4.868938	1.251338	9.279090	2.065064	-3.695325	-4.080757	1.108838	0.162826
17	1	6.789654	2.333178	4.244933	-5.041724	-0.571907	5.388277	0.903477	-0.593280	7.278355	1.279586	-1.082955	6.428078	-0.443407	-5.984705	6.666165	8.340497	6.047642	-3.397508	-9.068294	-2.232545
18	1	7.123941	3.037535	3.076741	0.503406	5.093424	0.864042	-2.175378	-4.392760	-4.721344	4.328679	-6.675033	4.360215	0.249910	-1.197568	7.028621	1.815474	-2.438235	-4.322928	0.745442	-5.093652
19	1	6.540404	4.391989	4.370393	6.245941	-0.967796	1.686639	6.697039	6.331289	-1.067578	2.741552	4.388120	-3.120936	-0.930237	2.430780	6.487615	-1.355403	-0.388498	-5.082925	6.603910	6.378231
20	1	5.907560	2.774015	5.825727	6.307435	2.552534	0.451687	4.094594	0.177120	-3.652017	-1.047697	7.762717	2.316000	-1.313561	-0.289058	6.613464	6.123095	1.142402	-2.439446	7.159140	3.968606
21	1	6.834122	1.085893	5.854002	-2.044037	-10.490278	7.447453	2.464555	4.806174	4.339489	0.658775	0.189591	6.925132	-3.857259	3.818189	3.828273	5.726561	5.315875	0.836980	-1.631237	4.972150
22	1	6.726752	1.791802	5.470018	2.177301	-1.251073	3.647665	3.406388	1.150151	1.665496	3.564389	5.779476	0.592923	0.730509	4.738055	4.901611	4.919903	-4.967934	-3.165467	-3.542555	4.526347
23	1	7.556575	1.591379	0.913055	-9.318589	-5.793018	6.696222	-3.839370	-6.486560	2.156939	7.304231	-9.106262	6.944396	-4.341933	-6.126290	6.999894	-0.217052	-3.022230	-6.142014	-7.432298	1.004607
24	1	5.590812	5.052366	6.499832	1.783206	0.247511	4.187028	3.715472	4.338108	3.380507	-9.364005	5.320067	-0.404003	3.199364	3.623630	5.931580	0.605172	1.810332	-4.248368	1.617200	3.359005
25	1	7.768262	5.480628	3.083453	-3.821589	-1.515523	6.705520	-0.271621	-1.971540	6.085378	6.862602	-1.172351	6.002686	2.337181	-6.941448	5.979595	9.028126	6.005480	-6.128035	-4.046939	-0.873801
26	1	6.164744	5.897231	5.644310	1.227835	1.110274	-0.816456	-0.412867	1.148999	4.090176	-0.178730	7.043839	-0.639142	4.195929	0.275346	7.492224	-0.963205	4.425439	2.855973	6.477100	-5.321342
27	1	5.590936	4.801624	3.926463	5.587811	6.062955	-3.553051	-1.964087	7.006911	-2.273976	0.234649	2.370428	-1.227457	-5.573251	-0.169354	8.647118	3.050108	-1.890177	-0.471197	5.469097	0.950558
28	1	3.693874	5.459821	7.273110	4.778648	0.834877	0.242490	7.326197	3.911740	-4.747309	-3.968598	6.522710	3.321362	1.636971	5.673879	6.275527	6.231071	2.881978	-2.310631	5.169348	4.303591
