11	2	4.415725	6.131170	3.929931	4.246693	3.867556	-8.825657	-10.144848	6.623387	5.697557	-0.025443	3.246021	-0.938094	-13.609404	1.333897	2.354250	6.800509	3.926944	0.593641	1.955526	1.890587	4.010443	7.320927	7.216949	7.892824	-0.440065	2.077749	7.065766	-4.114916	6.486829	6.944832	4.415725	6.131170	3.929931	4.246693	3.867556	-8.825657	-10.144848	6.623387	5.697557	-0.025443	3.246021	-0.938094	-13.609404	1.333897	2.354250	6.800509	3.926944	0.593641	1.955526	1.890587	4.010443	7.320927	7.216949	7.892824	-0.440065	2.077749	7.065766	1.940361	6.486829	6.944832
20	2	6.597891	2.000499	6.065478	1.367360	3.663667	4.600044	1.350349	-1.676822	-3.432961	4.756852	-2.303345	2.253352	0.584076	5.831635	-0.147431	5.699485	0.715514	2.240960	6.332347	-0.798082	-0.159618	-3.971540	-2.280773	-5.103241	-4.377373	2.940800	2.112772	-4.186512	-5.429784	5.075331	6.597891	2.000499	6.065478	1.367360	3.663667	4.600044	1.350349	-1.676822	-3.432961	4.756852	-2.303345	2.253352	0.584076	5.831635	-0.147431	5.699485	0.715514	2.240960	6.332348	-0.798076	-0.159618	-3.971540	-2.280773	-5.103241	-4.377361	2.940799	2.112772	2.058258	-5.429784	5.075331
38	2	1.487687	3.738063	7.380219	-9.738934	6.421735	-5.302951	-11.681938	3.106265	5.224481	1.997010	-12.181083	6.432395	-4.408594	-8.133781	8.623740	5.139153	-4.708750	-1.253888	-0.398286	-5.072082	-5.462952	-0.610928	0.464348	0.072268	-3.187641	-9.668220	0.326852	-2.037214	-4.893905	7.132902	1.487687	3.738063	7.380219	-9.738934	6.421735	-5.302951	-11.681938	3.106265	5.224481	1.997010	-12.181083	6.432395	-4.408594	-8.133781	8.623740	5.139153	-4.708750	-1.253888	-0.398286	-5.072082	-5.462952	-0.610928	0.464348	0.072268	-3.187641	-9.668220	0.326852	4.441007	-4.893905	7.132902
42	2	4.547105	1.773670	5.744826	-2.712984	-2.221433	2.794170	-4.612833	7.242282	-0.478974	0.645985	-7.666976	7.100851	-4.751435	-4.929713	2.659586	5.167388	1.277141	-5.098587	5.672371	-0.793482	-3.853011	-2.952981	1.927833	-3.997958	0.620032	-6.772553	1.346957	-0.325201	0.711092	5.957822	4.547105	1.773670	5.744826	-2.712984	-2.221433	2.794170	-4.612833	7.242282	-0.478974	0.645985	-7.666976	7.100851	-4.751435	-4.929713	2.659586	5.167388	1.277141	-5.098587	5.672371	-0.793482	-3.853011	-2.952981	1.927833	-3.997958	0.620032	-6.772553	1.346957	6.246474	0.711085	5.957822
50	2	4.857884	6.820405	6.789735	1.218253	8.435677	0.036025	2.748163	6.511229	5.780517	-0.471857	-0.680731	6.661267	-5.687926	-4.890251	-9.712428	7.799091	-5.138995	-1.216149	1.227197	3.707119	-5.378917	-4.774194	3.454847	-10.731041	0.292098	-2.104574	-9.547701	-1.980857	-5.413962	0.849651	4.857884	6.820405	6.789735	1.218253	8.435677	0.036025	2.748163	6.511229	5.780517	-0.471857	-0.680731	6.661267	-5.687926	-4.890251	-9.712428	7.799091	-5.138995	-1.216149	1.227197	3.707119	-5.378619	-4.774194	3.454846	-10.731041	0.292098	-2.104574	-9.547701	4.365643	-5.413965	0.849651
62	2	5.952274	5.236174	6.479035	3.630198	3.082649	3.651681	4.745780	-1.202217	3.745029	2.884088	-3.606246	-0.471879	-1.668834	-2.787334	4.101539	6.943869	-3.230347	0.581814	-0.212932	-1.242965	-3.201418	-6.284313	-3.760301	-1.115833	-0.695967	-4.213062	-0.442610	-0.292963	-4.339615	8.664731	5.952274	5.236174	6.479035	3.630198	3.082649	3.651681	4.745780	-1.202217	3.745030	2.884088	-3.606246	-0.471879	-1.668834	-2.787334	4.101539	6.943869	-3.230293	0.581814	-0.212932	-1.242965	-3.201418	-6.284313	-3.760301	-1.115833	-0.695968	-4.213010	-0.442610	5.823858	-4.339615	8.664731
66	2	3.102180	8.590375	7.956654	-5.759416	1.682288	3.173559	-2.053381	5.991741	1.766459	1.222384	-5.490668	7.010500	0.287854	-2.378801	-2.177077	7.799557	-3.040888	-5.112851	7.823301	-0.375434	7.274879	-4.630338	-1.060263	-4.833028	4.174134	-5.738623	3.470685	-0.213369	-9.536655	1.661858	3.102180	8.590375	7.956654	-5.759416	1.682288	3.173559	-2.053381	5.991741	1.766459	1.222384	-5.490668	7.010500	0.287854	-2.378801	-2.177077	7.799557	-3.040888	-5.112851	7.823301	-0.375434	7.274879	-4.630338	-1.060263	-4.833028	4.174134	-5.738623	3.470685	5.992395	-9.536655	1.661858
68	2	6.063962	6.057066	4.958405	2.651657	0.619361	4.923095	5.278394	-1.862123	-4.179326	-1.101205	2.790706	5.262813	2.108573	-7.266835	-3.599784	5.064697	-0.054318	-3.007123	3.403724	3.943224	-11.880179	1.548951	2.978028	-13.851603	1.687085	6.266626	3.354602	0.332294	-0.175217	0.941432	6.063962	6.057066	4.958405	2.651657	0.619361	4.923095	5.278394	-1.862123	-4.179326	-1.101205	2.790706	5.262813	2.108573	-7.266835	-3.599784	5.064697	-0.054318	-3.007123	3.403724	3.943224	-11.880179	1.548951	2.978028	-13.851603	1.687085	6.266626	3.354602	6.380675	-0.175217	0.941432
73	2	6.609670	6.550399	6.234333	5.782578	2.114836	2.440226	1.853618	1.898216	4.600650	1.625230	2.292091	-3.401468	-5.033495	-1.472369	-7.220813	9.793312	-2.800027	-7.489292	0.698949	4.968689	-5.573059	1.593496	2.664965	1.703729	5.103063	3.990263	8.419545	-0.643213	-0.874626	2.643497	6.609670	6.550399	6.234333	5.782578	2.114836	2.440226	1.853618	1.898216	4.600650	1.625230	2.292091	-3.401468	-5.033495	-1.472369	-7.220813	9.793312	-2.800027	-7.489292	0.698949	4.968689	-5.573059	1.593496	2.664965	1.703729	5.103063	3.990263	8.419545	5.801723	-0.874626	2.643497
85	2	5.336401	4.846207	4.949899	1.915248	-0.078374	4.788888	4.362725	1.815909	1.747252	-2.128051	0.643669	2.348254	-0.713377	-2.632009	-3.087717	7.635876	2.467130	1.633292	1.947470	3.774498	-8.686779	-5.469641	0.997675	-11.482449	3.439249	5.137704	2.727660	5.154551	-4.746265	3.218665	5.336401	4.846207	4.949899	1.915248	-0.078374	4.788888	4.362725	1.815909	1.747252	-2.128051	0.643669	2.348254	-0.713377	-2.632009	-3.087717	7.635876	2.467130	1.633292	1.947470	3.774498	-8.684791	-5.469641	0.997675	-11.482449	3.439249	5.137703	2.727660	-1.063514	-4.746265	3.218665
97	2	7.173337	6.033524	2.399688	3.459226	4.814652	-0.877114	-2.565812	-2.816084	5.501729	2.809683	5.500240	-2.477416	-1.203267	6.207412	-4.211827	7.600374	3.340358	1.524198	-4.525194	1.226051	1.360037	5.277938	6.309266	-1.628677	-0.786197	6.770446	3.117922	0.517624	0.965727	1.803310	7.173337	6.033524	2.399688	3.459226	4.814652	-0.877114	-2.565812	-2.816084	5.501729	2.809683	5.500240	-2.477416	-1.203267	6.207412	-4.211827	7.600374	3.340358	1.524198	-4.525194	1.226051	1.360037	5.277938	6.309266	-1.628677	-0.786197	6.770446	3.117922	-4.817049	0.965727	1.803310
