1	1	6.195128	7.834728	3.855455	-2.436406	-0.436032	-5.622779	-7.231060	0.233789	5.648663	6.781778	2.417039	-2.016845	-2.115967	0.393652	-8.488795	2.370087	7.093525	6.457877	4.679939	-5.455155	-3.281998	6.821081	-6.821749	-7.337570	-1.613812	1.366781	3.357830	0.664251	-1.990570	-5.631235
2	1	8.707713	4.429130	-2.375211	-0.338954	-3.758886	-4.445637	-9.870588	-7.270550	3.317230	-1.185205	3.592244	9.110479	6.762495	1.596591	-7.106938	-5.092337	5.423819	-3.772592	2.382926	2.916082	-7.605754	0.801316	-11.286310	-9.814590	1.099397	0.455431	3.909320	0.965922	-2.115915	-6.100863
3	1	2.085128	-1.692018	4.588460	4.527157	-0.057976	3.927478	3.113107	7.774934	-1.293710	-2.955851	2.204573	0.595548	-8.605823	-0.476115	4.224934	6.703988	4.858088	2.340988	1.005546	6.513337	8.671924	2.283191	5.443803	4.264872	6.844319	0.781104	1.888994	0.883941	-1.883922	5.657752
4	1	6.971417	5.218518	5.421441	-3.117573	0.593173	3.797286	-4.208727	4.034561	3.043628	-0.959223	-2.425725	0.846700	-4.343237	4.831872	-0.731831	1.060900	3.831044	-2.738642	1.360666	-0.113746	-6.221093	2.955167	5.434302	2.605686	-5.423877	-2.650911	-1.681567	2.687066	-3.082386	-10.880103
5	1	5.140324	5.580319	5.930413	-0.351731	0.227821	-6.072066	0.181317	3.159730	3.643909	0.772058	1.080570	1.258976	-2.832612	6.302767	4.088827	8.567600	5.240706	2.723385	3.105858	1.313273	-1.039281	7.492696	-3.890357	1.453883	0.034252	0.036382	-3.861852	0.372897	-6.187026	-7.342098
6	1	7.153641	5.403494	5.798544	0.215994	5.363522	7.994117	2.798519	2.355048	-6.478940	-0.671171	-0.945333	1.913008	3.282953	-0.240045	3.181944	0.690546	4.954482	0.287190	2.147979	5.624403	2.766588	5.700269	3.252109	6.764435	-2.365110	-5.450337	-3.254947	2.365499	-2.877601	-7.176049
7	1	8.510865	6.918548	2.838761	-5.430206	3.169408	-0.830784	-2.286948	-5.765090	4.470162	-1.772146	1.280704	-2.972201	2.331375	1.899322	-10.938525	-5.406994	3.993048	-0.265897	2.336078	-6.572178	-11.667828	2.251860	-2.506009	-4.832754	2.564438	3.040996	2.773879	-4.227812	-2.219889	-4.615703
8	1	5.780622	6.827842	6.351680	1.117908	4.528214	6.734014	4.774024	2.156850	-0.197848	5.986589	-1.362050	0.346442	-0.959511	1.409765	5.895602	3.898179	3.890074	2.831704	2.823439	1.008420	-0.427110	-1.537693	6.927474	6.903696	4.249195	-2.830982	1.197519	6.909644	4.370638	1.549648
9	1	7.091039	6.591017	5.329140	-1.124040	-4.078313	-1.023170	-6.396677	-6.156878	4.321415	2.719834	4.615533	1.528910	2.837939	-0.485332	-6.066608	4.545102	5.872608	6.421513	5.217123	-4.489420	-8.505820	-4.251204	-4.333790	-9.720332	2.677947	5.566208	3.495785	2.818592	-1.829149	0.867705
10	1	8.109523	7.359883	0.194946	-1.547697	-5.517570	-9.180371	-2.295101	-11.564100	4.256668	-5.969515	-1.678339	-0.074453	5.510590	-0.985351	-7.460386	-0.916561	7.311206	-2.402626	3.238714	-0.156924	-8.784387	2.332910	-8.793654	-11.891229	-9.312308	2.834993	3.245293	-4.004627	-5.241943	-6.896317
